1000 200000
629 400 296
191 87 180
903 740 783
675 769 783
506 241 568
898 645 590
479 605 112
88 552 736
982 553 172
1 48 965
242 678 430
124 61 569
813 169 536
941 328 726
636 465 285
22 375 653
387 157 207
936 394 234
10 903 974
194 190 637
919 399 339
788 886 570
540 536 15
237 392 739
925 600 794
52 134 551
170 147 342
554 658 336
386 787 352
398 492 339
491 813 446
736 889 646
734 343 428
776 813 543
60 996 972
62 395 542
695 989 424
855 375 419
651 385 582
53 189 480
846 394 482
488 117 357
955 193 222
855 931 280
170 139 416
928 884 920
248 803 573
750 127 343
267 671 407
555 340 559
469 230 784
683 869 465
858 691 780
914 132 75
339 802 790
965 768 207
328 571 883
486 112 273
114 624 83
780 196 997
805 978 591
563 774 833
854 51 412
189 626 790
401 563 355
105 996 459
871 28 921
14 854 538
977 717 5
536 697 67
556 233 88
27 998 892
800 951 744
1 714 895
776 146 611
13 535 833
434 577 528
176 337 496
187 636 209
13 955 222
116 452 336
905 749 221
792 787 101
129 398 302
439 514 603
251 200 69
158 928 599
798 570 85
544 620 877
635 68 226
795 198 271
440 292 27
249 31 121
615 938 786
411 546 409
812 853 664
725 983 588
344 497 361
884 670 620
561 687 871
625 607 565
863 420 115
578 348 482
551 240 218
792 456 18
750 640 988
238 689 298
627 498 515
820 767 818
458 20 932
919 867 949
581 985 32
711 197 585
421 717 337
318 805 236
696 798 742
999 743 237
655 503 850
737 769 799
171 672 661
569 710 690
510 845 439
951 922 381
42 1000 922
522 902 208
7 155 635
516 808 262
313 275 238
99 995 503
915 613 691
888 609 613
621 36 909
385 61 567
143 902 113
359 66 591
707 231 626
58 591 560
106 189 545
169 513 260
775 843 335
585 195 41
537 989 824
92 836 641
696 622 567
373 332 416
484 292 426
892 764 342
691 201 741
897 767 928
652 149 759
313 300 955
681 506 749
749 772 162
620 929 157
480 9 506
30 562 815
403 237 860
835 254 439
864 279 106
893 965 408
125 782 1000
784 64 242
693 79 241
870 210 870
352 315 463
820 10 475
255 968 232
722 100 641
962 258 359
711 724 627
516 914 716
484 265 357
188 736 636
408 87 418
403 100 541
302 645 780
207 483 580
670 962 504
53 43 327
496 855 228
792 239 532
107 807 825
940 126 236
312 957 942
515 844 646
581 895 728
798 212 250
213 906 34
221 8 79
213 962 233
730 568 349
232 83 636
795 245 934
861 257 301
468 497 402
74 255 990
348 477 931
129 197 663
177 797 50
867 813 395
163 650 899
473 239 10
673 931 551
330 81 853
707 227 500
867 690 368
898 695 811
253 68 800
23 928 644
769 641 9
346 858 17
449 4 297
920 899 992
106 891 394
676 880 582
803 307 693
950 383 722
107 507 874
414 317 642
718 134 422
597 585 908
368 25 424
184 719 766
729 615 212
676 190 269
884 142 29
965 752 640
183 169 661
89 414 379
63 146 697
450 761 613
233 24 357
257 788 990
937 236 692
754 10 267
869 465 666
915 671 228
163 987 198
136 348 969
103 813 632
589 650 288
73 299 38
753 477 548
754 251 983
706 412 65
971 961 939
191 701 40
334 774 122
469 572 252
232 169 231
867 774 780
179 685 710
711 774 642
885 329 626
946 540 473
167 727 283
175 665 236
900 6 59
151 981 41
871 205 769
41 72 318
67 585 158
473 405 72
648 242 358
585 984 814
363 863 302
232 197 841
828 811 214
587 202 711
537 6 410
230 948 222
342 68 17
986 876 959
192 782 307
370 383 816
663 48 934
791 18 550
876 887 366
429 636 519
605 636 892
403 828 486
891 155 613
263 398 96
128 318 668
570 363 714
978 126 755
803 828 820
8 709 727
495 797 189
943 478 991
138 216 774
605 136 318
273 149 32
217 453 948
716 651 331
908 609 51
134 453 190
328 583 905
362 4 994
691 837 818
290 477 628
435 66 950
267 436 555
535 296 402
924 926 887
423 794 291
288 434 240
721 288 383
670 61 187
403 29 1000
475 259 178
78 708 386
228 446 155
290 275 973
526 373 691
834 462 680
590 611 528
883 775 584
955 147 531
191 879 648
872 211 959
470 809 879
386 52 458
93 930 167
91 95 415
36 596 527
346 572 153
136 239 655
720 875 57
267 263 231
259 357 947
267 869 31
839 288 983
673 651 536
971 75 109
417 551 716
363 985 436
604 932 370
825 556 441
912 972 313
771 676 779
498 607 651
921 513 43
810 590 208
744 921 965
316 650 782
546 751 703
245 515 986
857 264 788
391 360 953
833 102 768
131 328 611
877 492 998
889 348 859
470 11 9
215 551 771
558 783 920
974 485 404
178 480 486
837 653 2
591 925 200
410 131 747
63 427 891
450 604 597
770 913 189
411 187 97
791 455 334
144 192 901
317 447 39
140 120 376
793 613 275
455 785 368
33 276 856
465 698 187
978 46 802
733 987 759
184 765 170
943 597 710
898 448 938
428 593 464
28 649 164
335 470 852
332 188 366
169 885 340
540 998 518
945 573 434
348 889 751
434 762 479
610 854 909
316 612 716
353 752 150
665 286 170
397 919 28
803 781 393
201 71 598
235 739 241
208 30 341
722 851 261
149 821 146
675 720 8
446 636 937
63 747 134
301 633 235
300 160 150
407 320 489
609 572 582
162 610 869
555 334 334
854 119 899
371 107 774
948 780 733
726 610 245
880 218 329
103 128 453
790 50 256
108 135 411
706 108 356
869 147 840
768 20 624
337 513 916
763 221 379
664 774 559
309 811 566
135 874 742
804 722 905
31 71 357
685 33 712
61 320 712
615 145 648
847 137 803
163 199 459
882 305 106
273 913 207
741 247 303
468 8 342
87 771 640
442 57 593
607 758 274
80 281 550
573 864 309
86 176 724
325 869 10
913 77 445
156 609 560
214 946 454
583 936 165
344 336 957
819 864 534
879 506 398
546 95 306
419 929 120
852 373 415
675 900 712
263 434 863
962 660 235
413 430 826
186 232 265
263 560 139
371 762 736
932 330 313
894 153 44
223 307 152
372 809 875
763 816 733
433 677 190
704 667 992
75 205 408
216 447 734
100 787 940
179 329 131
157 76 875
938 543 583
417 169 939
127 105 84
534 976 103
549 463 814
825 283 822
765 410 25
508 244 637
531 737 913
703 532 838
46 351 224
489 65 609
648 61 66
905 439 326
57 166 131
592 576 441
593 643 74
832 980 454
401 663 273
3 44 685
13 671 865
164 271 521
868 285 558
655 35 897
115 73 284
471 838 354
130 381 681
831 457 116
241 531 37
230 633 482
271 680 933
208 635 470
994 788 560
738 550 744
742 962 378
681 189 557
855 407 219
644 925 837
28 818 762
409 730 718
840 174 49
187 543 860
641 497 92
730 248 231
84 324 465
96 631 734
476 5 951
120 366 933
681 932 241
298 882 605
596 966 203
943 331 115
534 879 926
675 711 870
78 170 121
657 374 252
163 227 505
336 125 970
551 642 938
524 877 242
485 755 552
501 664 120
673 807 322
386 58 215
222 232 55
362 231 273
969 421 434
5 171 433
738 313 422
382 925 781
282 347 444
978 559 839
953 408 558
350 888 9
529 262 153
323 120 314
23 316 373
697 531 230
177 820 172
587 123 984
788 516 173
505 951 392
313 234 691
725 867 622
641 15 21
595 632 851
35 905 259
869 24 486
388 951 112
11 68 532
681 397 997
639 519 970
535 303 640
512 595 5
69 922 612
271 162 769
446 230 353
648 905 299
155 635 499
31 484 53
831 741 140
16 692 304
921 207 883
863 787 334
178 193 837
227 237 152
363 19 351
307 870 870
330 88 180
254 938 55
966 608 208
559 320 559
888 537 680
666 751 413
845 132 917
820 181 956
591 372 693
274 146 157
140 715 714
978 363 240
778 26 992
574 868 27
59 690 389
833 123 913
995 130 340
238 155 914
146 251 166
96 822 923
531 563 570
819 103 851
639 685 546
128 601 80
970 432 77
501 155 896
802 163 640
345 608 443
50 527 602
267 174 315
247 784 962
401 389 791
87 423 966
812 336 918
104 40 264
132 946 56
759 143 944
602 672 24
995 811 643
651 744 637
549 660 835
805 9 499
518 935 570
288 357 565
519 370 178
79 545 921
60 858 910
854 146 856
148 395 721
246 824 289
553 625 182
804 676 152
984 906 67
921 224 784
208 650 72
101 325 169
419 94 234
715 700 744
912 400 75
841 523 839
336 173 916
434 793 829
424 908 413
672 570 772
462 570 586
935 62 167
256 282 117
316 909 457
914 859 915
724 557 390
724 579 414
164 69 467
684 331 510
507 305 115
446 41 145
489 818 168
414 679 36
266 706 583
51 612 367
635 28 832
928 247 963
526 446 754
702 188 21
687 519 785
361 105 313
846 202 837
254 203 830
913 976 345
263 904 299
968 763 757
527 135 803
536 768 959
187 598 6
707 239 80
988 252 961
724 984 901
803 731 370
343 784 34
972 637 252
286 790 928
645 200 397
955 559 413
614 688 648
415 633 493
339 21 339
730 917 649
571 621 571
351 196 112
262 721 252
958 39 372
150 524 282
349 448 360
290 162 453
981 783 386
182 977 195
592 537 734
37 556 306
730 947 833
431 200 701
242 55 77
613 422 678
679 404 900
390 595 514
513 739 31
369 585 313
982 974 379
258 205 245
374 883 449
587 334 828
849 880 882
898 393 771
55 795 271
324 172 598
507 653 618
673 319 568
466 977 326
906 610 591
520 586 762
860 710 667
411 853 767
334 746 231
197 986 30
957 140 186
579 110 86
985 339 550
440 359 291
411 510 757
647 101 816
767 219 557
236 233 269
298 650 993
142 217 565
570 394 77
593 123 978
103 368 67
914 480 175
437 869 408
547 934 577
432 383 157
94 491 223
422 64 964
729 959 791
569 12 141
12 135 431
162 114 857
592 875 414
21 729 308
385 869 448
661 601 207
839 754 598
655 719 141
316 785 971
130 390 183
120 933 509
918 257 422
80 468 238
748 662 98
706 965 641
676 892 784
282 290 211
345 834 572
636 304 201
541 429 602
823 659 515
750 832 124
90 961 425
896 997 603
580 256 861
319 352 460
301 396 945
902 300 206
692 167 800
78 80 984
108 774 388
632 103 292
822 387 309
956 493 77
253 478 494
814 679 974
320 362 208
399 161 684
871 447 744
971 877 186
176 553 255
108 276 428
655 537 746
931 410 332
724 502 784
847 282 814
136 680 572
534 934 273
245 834 554
347 116 589
865 735 590
554 24 985
712 910 36
57 553 666
932 295 63
213 956 228
308 911 129
594 784 33
886 169 345
109 201 775
461 274 616
484 641 536
554 121 147
483 879 728
186 797 785
571 701 922
464 514 33
16 940 455
410 545 473
899 465 298
559 995 323
482 399 121
363 809 99
764 838 474
537 824 519
283 288 819
998 710 312
290 187 779
856 112 371
204 548 84
353 315 544
445 57 954
296 151 263
82 587 253
72 523 837
255 84 722
457 530 623
488 819 787
296 790 666
494 111 987
230 295 687
303 446 31
593 183 686
108 930 577
433 437 315
182 886 731
110 388 374
528 405 192
914 561 576
60 498 693
102 154 779
598 346 185
476 48 120
66 39 183
729 367 975
560 445 767
908 935 557
660 835 265
856 413 613
691 808 954
825 264 967
964 142 273
454 982 162
731 389 378
960 915 215
575 91 337
685 984 143
878 180 641
620 743 545
191 548 59
878 246 758
448 776 692
729 695 559
705 813 999
800 31 579
169 661 966
210 661 646
415 467 842
810 728 269
301 970 875
597 958 236
89 101 813
910 551 100
599 338 625
794 333 171
836 613 130
730 190 196
471 346 242
722 39 656
945 422 743
169 507 560
697 816 986
373 122 168
946 137 352
293 380 498
715 607 605
877 795 456
984 533 184
481 123 216
938 276 18
673 542 493
806 288 114
736 939 807
387 478 376
520 761 227
639 413 510
659 57 495
759 620 255
813 714 963
594 803 118
652 841 182
21 419 144
648 891 768
331 684 192
874 173 387
397 760 119
200 149 97
179 227 266
245 761 818
89 661 990
1000 289 978
476 463 548
860 265 645
286 143 354
274 530 67
31 442 790
786 626 616
885 390 122
981 291 374
999 641 258
374 520 510
268 136 543
313 792 307
190 215 621
740 987 497
404 762 615
165 557 426
229 333 505
182 484 646
367 195 447
42 482 771
184 820 204
910 373 503
322 489 579
662 555 759
689 284 532
888 499 302
122 117 660
997 195 61
195 708 431
795 23 357
575 689 916
399 813 435
169 424 846
739 274 279
656 162 91
945 104 814
881 776 947
715 308 751
98 473 986
148 171 665
468 891 558
829 672 104
733 334 692
832 827 322
263 305 677
69 966 243
820 238 179
557 127 116
922 232 436
736 737 601
844 496 690
352 917 296
637 326 653
872 266 853
411 504 150
590 335 106
636 825 425
524 369 667
890 28 260
244 858 449
391 559 449
952 896 186
384 192 420
135 279 946
274 897 553
447 885 358
316 617 554
234 123 154
367 343 216
342 185 124
708 284 120
97 188 280
862 434 66
613 472 578
704 783 847
79 812 916
642 252 62
61 639 275
157 360 708
90 13 171
142 148 441
365 435 589
139 296 369
556 452 865
697 699 466
283 543 534
601 446 578
167 545 438
243 394 473
215 710 504
864 782 113
711 805 142
608 256 594
868 76 895
175 402 566
994 233 513
496 921 523
636 844 513
982 411 386
189 347 921
859 430 10
686 925 443
352 279 938
394 374 699
826 102 142
984 294 160
226 625 86
757 145 654
216 740 809
760 324 816
137 264 282
863 687 136
643 847 889
107 172 51
601 699 606
945 982 62
514 338 33
749 611 290
478 585 465
54 274 662
58 34 113
20 384 519
28 999 187
362 576 962
353 833 964
132 307 146
340 917 18
719 942 940
682 670 892
55 231 889
406 979 284
757 762 365
386 79 380
749 204 9
886 160 78
318 461 701
140 714 575
653 655 377
201 475 359
889 997 733
302 318 39
325 728 528
92 806 907
79 753 695
887 167 71
131 875 490
369 339 471
975 537 69
742 638 624
942 770 128
671 922 198
956 224 358
248 619 392
68 621 464
554 906 799
227 822 174
47 16 183
948 53 577
922 981 740
115 601 967
290 31 113
869 186 140
872 916 586
782 455 252
831 654 994
680 199 778
70 251 607
193 79 190
612 128 515
377 781 440
555 199 497
825 287 320
713 691 214
694 475 585
918 610 348
350 781 136
840 65 532
579 956 297
438 267 493
1 124 180
523 395 702
187 746 275
203 12 397
503 735 332
870 780 677
16 171 163
781 74 602
313 241 800
922 17 871
929 60 72
917 781 616
746 544 15
436 210 383
920 472 376
243 641 545
758 425 42
840 555 740
537 271 550
722 797 468
377 831 505
161 839 49
831 186 323
552 213 73
798 536 24
512 424 154
574 360 705
711 293 110
552 534 188
118 389 78
241 90 100
758 441 568
23 928 957
78 423 226
659 374 30
604 167 476
177 618 637
152 878 846
694 97 370
239 734 669
416 3 204
86 259 122
965 371 638
195 536 500
717 588 145
612 681 141
522 891 759
646 379 202
306 402 277
275 987 534
498 773 670
965 857 638
472 797 468
230 885 162
489 253 904
260 625 816
839 242 781
874 653 601
19 813 956
791 322 119
123 539 698
596 790 438
780 604 508
310 729 581
828 673 534
264 74 309
340 221 543
375 758 752
617 741 172
460 628 393
805 613 451
822 302 926
543 453 641
418 792 960
912 789 332
113 32 974
794 540 716
601 127 127
739 931 143
109 835 557
765 594 122
166 206 5
494 32 338
170 823 994
421 114 257
63 875 107
369 91 214
873 969 191
509 379 14
588 637 323
912 332 42
41 60 106
725 649 465
416 313 47
47 548 209
510 12 786
686 596 950
397 728 495
353 874 958
445 857 377
452 751 334
765 61 835
576 70 122
752 914 966
600 170 631
541 256 879
201 868 788
434 61 554
128 872 75
646 958 852
863 553 323
944 287 712
742 222 973
344 629 688
820 394 730
376 209 954
358 173 325
179 903 528
824 807 268
149 169 461
345 655 789
406 536 687
202 549 481
793 624 172
92 673 208
518 653 753
384 79 535
324 896 382
86 285 949
685 857 167
885 252 496
128 481 964
883 899 212
118 832 741
294 321 307
496 42 349
656 30 232
607 913 783
763 461 425
798 516 202
596 408 615
773 409 327
67 242 995
335 499 985
524 112 257
131 77 79
755 739 388
745 158 821
862 223 701
171 404 67
544 993 114
385 529 874
153 571 485
668 180 711
316 92 518
872 453 775
747 65 478
640 90 669
765 542 975
221 633 18
42 697 27
482 534 481
481 2 888
127 366 661
711 213 260
736 739 636
826 562 465
935 158 571
603 338 814
711 707 267
681 870 394
191 167 462
37 257 494
910 173 245
476 200 928
504 568 751
847 986 656
536 197 313
807 994 145
58 956 490
47 489 476
525 514 973
841 855 944
374 327 438
688 259 704
406 846 145
873 681 559
95 698 689
264 639 981
359 280 443
717 476 14
853 360 675
601 830 396
753 652 489
70 822 227
135 683 918
539 330 383
625 188 205
520 304 522
27 64 855
548 951 92
31 244 15
382 729 451
652 63 975
560 326 199
43 349 379
47 119 166
461 944 873
515 390 740
766 712 883
573 811 765
426 323 114
984 486 543
529 568 400
689 21 338
523 28 250
859 507 516
714 290 856
868 464 500
62 24 307
333 618 239
954 346 850
959 609 825
764 234 347
534 135 638
830 744 357
5 766 682
462 83 997
842 652 957
932 39 754
217 879 743
268 818 107
763 436 794
218 203 592
26 636 362
684 501 953
326 781 178
252 1 282
218 933 516
181 614 711
811 938 321
904 317 265
457 875 220
373 527 549
806 269 690
301 261 779
399 488 166
68 829 367
472 733 670
522 627 500
964 256 417
798 905 148
102 420 739
55 828 45
23 378 428
951 661 467
793 896 267
377 716 320
799 840 565
751 656 295
15 897 331
842 127 233
504 614 925
979 16 963
868 691 960
284 596 7
899 562 200
849 776 597
265 731 252
293 653 209
339 925 395
33 475 357
294 212 440
94 927 167
398 941 48
795 730 62
581 82 782
212 86 250
232 310 921
563 401 798
893 866 640
27 352 611
183 38 204
650 411 757
91 219 874
986 371 895
365 859 933
418 366 430
322 803 455
587 127 939
569 68 643
790 793 422
650 768 193
836 835 487
8 521 638
359 898 721
207 209 233
725 654 996
45 319 75
894 871 698
764 760 846
125 190 831
39 889 382
148 700 398
524 907 43
759 121 258
664 271 939
547 27 44
979 213 723
505 947 727
962 556 793
565 575 316
172 182 879
419 264 440
913 13 902
480 254 556
169 329 62
874 779 791
159 11 494
55 803 931
691 521 476
241 644 263
154 299 720
859 437 994
655 983 294
19 996 25
150 125 938
34 216 106
103 472 320
965 957 306
127 552 142
690 171 86
126 172 549
648 667 674
917 771 613
437 327 589
97 883 64
380 21 456
576 845 732
291 30 477
452 165 27
581 267 295
139 894 674
133 823 660
728 369 470
451 64 929
818 627 745
297 337 447
573 506 846
253 186 425
994 811 189
107 225 375
742 374 315
437 181 306
772 422 720
516 600 325
592 289 398
137 896 189
680 734 121
775 911 310
898 114 31
150 688 732
289 234 619
38 66 532
192 241 888
775 815 122
729 889 712
918 234 728
745 489 540
504 319 165
569 626 401
133 771 434
181 74 513
386 136 969
946 51 17
447 580 858
301 76 646
460 672 282
955 256 538
31 521 869
461 330 799
566 238 10
615 72 401
59 52 69
353 973 825
154 432 838
777 728 750
638 935 84
588 112 196
463 850 274
401 565 533
71 999 566
240 460 233
950 47 289
271 497 703
639 893 39
587 212 12
541 667 682
732 474 71
449 380 328
272 256 864
221 344 728
748 588 167
976 766 410
744 813 513
248 216 294
635 554 266
486 485 542
43 39 93
282 685 881
141 693 125
425 811 816
939 405 985
57 107 338
909 665 752
517 740 39
499 728 195
776 359 38
511 447 628
72 423 847
401 547 633
291 289 893
307 528 526
651 587 148
151 919 681
892 83 186
962 897 296
265 570 377
